goods_name,shop_name,price,purchase_num,location
家乡人C味螺蛳粉冲泡型柳州正宗味免煮即食米线宿舍宵夜速食粉丝,家乡人旗舰店,48.80,['22人付款'],广东 东莞
【现货包邮】螺满地螺蛳粉柳州正宗袋装自煮方便速食300g*5包整箱,楚榴鲜食品专营店,44.90,['20人付款'],河南 郑州
信仙佳味螺螺蛳粉*袋柳州螺狮粉广西特产螺蛳粉速食方便米粉,信仙茶叶旗舰店,39.77,['3人付款'],广西 柳州
黄氏真味火辣酸爽柳州螺蛳粉广西特产正宗速食米线酸辣粉280*6袋,黄祥瑞黄氏真味旗舰店,78.90,['22人付款'],广西 柳州
嘻螺会柳州螺蛳粉广西特产正宗螺丝粉小时光同款螺狮粉10礼盒包邮,柳州沪桂食品专营店,118.00,['4人付款'],广西 柳州
寻螺记广西螺蛳粉柳州正宗特产螺丝粉320g*5袋整箱速食螺狮粉米线,柳品思食品专营店,61.50,['20人付款'],广西 柳州
螺狮粉柳州包邮10袋螺蛳粉装酸辣粉非火鸡面方便面米线柳州螺蛳粉,螺满天下食品旗舰店,69.80,['11人付款'],广西 柳州
食族人酸辣粉6桶装 网红麻辣爆肚花甲粉螺蛳粉牛肉面红薯粉丝正宗,炅宸食品专营店,48.00,['17人付款'],上海
网红正品食族人酸辣粉方便速食粉丝粉米线螺蛳粉食人族酸辣粉6桶,苏小喵旗舰店,39.80,['325人付款'],安徽 阜阳
口味夜宵好吃网红螺丝粉螺狮粉广西米线螺蛳粉.柳州正宗包邮。,北草源旗舰店,48.41,['2人付款'],浙江 湖州
好欢螺小龙虾味螺蛳粉320g广西柳州螺丝粉方便面麻辣螺师粉酸辣粉,丝皇食品专营店,14.90,['425人付款'],广西 柳州
好欢螺螺蛳粉400g*10袋整箱礼盒装广西柳州螺狮粉酸辣米粉包邮,潮腾食品专营店,149.00,['742人付款'],广西 柳州
好欢螺螺蛳粉柳州特产螺狮粉酸辣粉300gx3袋速食螺丝粉方便面米线,好欢螺吖咪屋专卖店,38.70,['406人付款'],广西 柳州
好欢螺螺蛳粉300g礼盒正宗柳州螺狮粉方便袋装螺丝粉正品整箱包邮,好欢螺羊驼小二专卖店,38.70,['2592人付款'],广西 柳州
广西柳州特产家柳螺蛳粉袋装速食250克10包礼盒装酸辣粉美食,家柳旗舰店,120.00,['21人付款'],广西 柳州
皇子广西螺蛳粉柳州螺丝粉方便面米线螺狮粉速食酸辣粉*桶,画迈旗舰店,37.10,['1人付款'],广东 东莞
孟非的小面螺蛳粉300g*3袋 广西柳州正宗特产速食酸辣粉丝米线,孟非的小面旗舰店,34.90,['80人付款'],重庆
桂姑娘柳州螺蛳粉300g*3袋正宗特产米线速食袋装螺狮粉广西螺丝粉,壮姑娘食品专营店,32.80,['45人付款'],广西 南宁
董阿姨广西柳州螺蛳粉正宗特产酸辣袋装螺丝粉米线速食螺狮粉5包,糖坊食品专营店,58.90,['90人付款'],广西 柳州
壶城人家螺蛳粉冲泡型245gX4盒宿舍即食螺丝粉柳州正宗特产螺狮粉,壶城人家食品旗舰店,72.00,['27人付款'],广西 柳州
韩太螺蛳粉广西正宗螺蛳粉2包网红速食方便面酸辣粉米粉米线包邮,韩太旗舰店,33.80,['6人付款'],广西 南宁
预售 喜螺会螺蛳粉300g5包柳州快食食品罗狮粉罗丝粉泡约吧酸辣粉,家乡美味食品专营店,45.18,['5人付款'],广西 柳州
食族人螺蛳粉202g*6杯装冲泡型螺蛳酸辣粉速食粉丝夜宵,希缔食品专营店,60.00,['3人付款'],浙江 湖州
5包装｜柳州嘻螺会螺蛳粉螺丝粉 广西特产酸辣粉加螺肉款+腐竹款,落忆小熊,60.00,['429人付款'],上海
心上碗超市款蛳粉柳州正宗包邮300*10包螺丝粉酸辣粉螺狮粉速食粉,心上碗食品旗舰店,108.00,['22人付款'],广西 柳州
满减壶城人家螺蛳粉3包广西柳州特产冲泡懒人速食酸辣粉螺丝粉,壶城人家食品旗舰店,49.60,['3人付款'],广西 柳州
嘟螺缘柳州螺蛳粉广西特产正宗螺狮粉螺丝粉320g*10袋装螺师包邮,嘟螺缘旗舰店,72.80,['17人付款'],广西 柳州
清真马味斋螺蛳粉柳州特产螺狮粉正宗袋装米线粉丝速食320g3包。,参虾奇缘旗舰店,40.60,['6人付款'],山西 太原
信仙正柳螺广西螺蛳粉柳州特产正宗螺丝粉方便面米线螺狮粉速食装,信仙茶叶旗舰店,46.08,['9人付款'],北京
螺蛳粉248g*3广西柳州螺狮粉冲泡微波免煮盒装速食米粉,卡琦诺食品专营店,61.05,['1人付款'],广西 柳州
(预售)水煮型基础款2袋+冲泡型1盒螺蛳粉先生马中才,马中才旗舰店,39.90,['9人付款'],广西 南宁
【干捞款】螺元元柳州螺蛳粉正宗广西特产干捞螺蛳粉300g*5,螺元元旗舰店,70.00,['11人付款'],广西 柳州
五丰江西米粉2kg河粉2kg整袋装4斤包邮炒牛河螺蛳粉干宽粉沙河粉,五丰食品专营店,92.30,['2653人付款'],江西 赣州
星菜冻干面方便面早餐速食即食夜宵混合整箱非酸辣粉螺蛳粉火鸡面,星菜食品旗舰店,38.80,['308人付款'],浙江 衢州
皇冠螺螺蛳粉柳州正宗包邮广西特产螺丝粉330g*3包螺狮粉速食米线,皇冠螺旗舰店,38.90,['695人付款'],广西 柳州
300g*2包螺湘百味水煮螺蛳粉广西柳州螺狮粉方便面米线速食米粉,螺湘百味旗舰店,65.80,['17人付款'],广西 柳州
【顺丰中通】好欢螺螺蛳粉4种口味组合8袋装正宗包邮螺狮粉,客成食品专营店,115.20,['7人付款'],广西 柳州
好欢螺螺蛳粉小龙虾味螺狮粉组合袋装400g*2+320*2+400*2螺酸辣粉,客成食品专营店,89.40,['4人付款'],广西 柳州
食战家柳州螺蛳粉广西螺狮粉整箱5包特产螺丝粉速食正宗酸辣粉,蒸选旗舰店,47.91,['5人付款'],河南 漯河
5份螺鼎记螺蛳粉正宗广西柳州特产方便速食粉丝米线林科大螺丝粉,螺鼎记螺蛳粉,63.90,['1682人付款'],湖南 长沙
自嗨锅冲泡螺蛳粉泡嗨了懒人方便面速食即食整箱正宗螺丝粉丝米线,猫趣食品专营店,49.90,['251人付款'],广东 广州
【预售】口水哥小龙虾螺蛳粉柳州螺狮粉320gx3袋超辣方便速食包邮,口水哥旗舰店,36.00,['68人付款'],广西 柳州
合味芳柳州包邮3包5包10包螺蛳粉酸辣粉米线火鸡面方便面螺蛳粉,纳邦食品专营店,27.80,['179人付款'],广西 柳州
信仙拾螺记正宗柳州螺蛳粉320g*10/5包装新鲜真空装螺丝粉方便面,信仙茶叶旗舰店,43.88,['18人付款'],广西 柳州
广西柳州特产椒吱螺蛳粉300g*5袋方便速食螺丝粉米粉线酸辣粉细粉,川之味食品专营店,39.80,['79人付款'],四川 绵阳
升级版嗨吃家酸辣粉6桶装海吃螺蛳粉方便面重庆正宗红薯粉丝米线,咚派食品专营店,39.80,['23人付款'],河南 焦作
广西正宗柳州螺蛳粉汤料包螺蛳粉配料包螺狮汤料55g*5包装,千年一品食品旗舰店,35.94,['8人付款'],广西 柳州
【15天发货】好欢螺螺蛳粉400克*10袋包邮广西特产柳州螺狮粉,女主角6565,149.00,['353人付款'],广西 柳州
好欢螺柳州螺蛳粉300g*2+400g*2袋组合装酸辣新鲜米粉螺丝粉包邮,好欢螺搜搜袋鼠专卖店,50.04,['8人付款'],广西 柳州
华a柳州螺蛳粉广西柳州螺丝粉正宗螺狮粉香臭L1-L3全家福3袋,华a旗舰店,36.80,['56人付款'],广西 柳州
金牌柳姐柳州螺蛳粉350g*3袋正宗螺蛳粉 方便速食 包邮,君君爱鲜食品专营店,44.45,['9人付款'],广西 柳州
嗨吃家自热螺蛳粉3盒 正宗广西柳州螺丝粉方便速食酸辣粉米线火锅,嗨吃家食品专营店,59.70,['12人付款'],河南 郑州
柳州正宗5包嘻螺会螺蛳粉现货现发喜螺会螺蛳粉包邮正常老钟驾到,星级老钟驾到,55.00,['6000+人付款'],广东 珠海
莫小仙水晶酸辣粉网红重庆粉丝粉条南京鸭血粉丝汤螺蛳粉136*6桶,巧罗食品专营店,39.80,['101人付款'],安徽 淮南
柳江人家柳州螺蛳粉原味麻辣湖北正常发货快的螺蛳粉现货现发袋装,治愈力量,38.70,['9000+人付款'],广西 柳州
合味芳螺蛳粉柳州包邮3包5包10包螺蛳粉酸辣粉方便面米线螺蛳粉,仁传人食品专营店,37.24,['4人付款'],广西 柳州
百真汇螺蛳粉 柳州 正宗包邮超辣杏鲍菇螺蛳粉290g*3袋米粉螺丝粉,百真汇旗舰店,37.50,['73人付款'],广西 柳州
螺霸王水煮螺蛳粉280G*10包装礼盒广西柳州特产螺狮粉原味整箱,螺霸王昊骏专卖店,115.00,['13人付款'],广西 柳州
螺蛳粉广西柳州特产10袋真装260g水煮方便冲泡面速食螺丝粉,千年一品食品旗舰店,89.53,['6人付款'],广西 柳州
广顺发特辣广西柳州螺蛳粉特产方便米线粉丝速煮螺丝粉280g*3袋,向东食品专营店,29.90,['33人付款'],江西 抚州
正宗麻辣螺蛳粉330g*5袋柳州方便原味即食酸辣粉袋装柳江人家整箱,尚楚食品专营店,39.80,['7人付款'],江苏 苏州
螺状元金汤味螺蛳粉柳州正宗3*350g广西特产酸辣粉方便面速食米线,颖秀食品专营店,41.50,['29人付款'],广西 柳州
好欢螺300克*2袋+400克*2袋组合装柳州螺狮粉正宗广西特产螺蛳粉,迅荟食品专营店,50.04,['10人付款'],广西 柳州
粉丝米线酸辣粉桶装红薯粉网红泡面螺蛳粉速食熬夜充饥零食整箱,挑小鲜旗舰店,26.60,['1108人付款'],安徽 宣城
张小螺冲泡型螺蛳粉6桶装螺丝粉方便速食免煮桶装冲泡螺蛳粉广西,中恒食品专营店,39.90,['82人付款'],广西 柳州
皇冠螺冲泡螺蛳粉柳州正宗螺丝粉速食方便广西特产260g*6桶装包邮,皇冠螺旗舰店,69.90,['33人付款'],广西 柳州
螺阿姨螺蛳粉广西特产柳州正宗螺丝粉300g*7袋整箱原味速食螺狮粉,螺阿姨旗舰店,104.30,['5人付款'],广西 柳州
熊猫有礼柳州正宗自热螺蛳粉懒人速食方便微火锅螺丝粉255g*3盒装,熊猫有礼旗舰店,44.90,['19人付款'],浙江 杭州
螺阿姨一城一味柳州正宗螺蛳粉特产螺狮粉10袋装整箱礼盒装螺丝粉,彼得蕃食品专营店,148.00,['6人付款'],广西 柳州
螺霸王螺蛳粉哈啤螺蛳粉柳州螺狮粉280g*4袋+小麦王500ml*2罐,螺霸王林北专卖店,49.90,['3人付款'],广西 柳州
[3袋]正柳螺柳州正宗螺蛳粉广西特产螺丝粉方便速食米线酸辣粉,紫杨食品专营店,39.90,['44人付款'],福建 三明
大胃王柳州正宗螺蛳粉400克*5包广西特产螺狮粉速食螺丝粉酸辣粉,大胃王旗舰店,59.00,['26人付款'],广西 南宁
好欢螺螺蛳粉400g*10袋礼盒装 广西柳州特产米粉螺蛳粉现货包邮,aqzrn,149.00,['193人付款'],广西 柳州
咔柒喵 正宗广西柳州螺蛳粉原味特产盒装螺丝粉 5盒/10盒/礼盒装,咔柒喵旗舰店,59.90,['22人付款'],广西 柳州
土芒佳品柳州螺蛳粉广西正宗螺狮粉300g*5包装特色原味水煮螺丝粉,toomang土芒佳品旗舰店,58.00,['172人付款'],广西 柳州
正宗湖南米粉 永州特产干米粉 粗细可选常德米粉米线螺蛳粉4包装,阳光华利旗舰店,22.80,['119人付款'],湖南 永州
白家陈记螺蛳粉20袋广西风味特产3袋装冲泡方便速食米线整箱批发,大榕树食品专营店,30.80,['29人付款'],广东 汕头
柳之味螺蛳粉300g*10袋清香型真空速食 包邮柳州正宗广西特产小吃,柳州市味铎食品商行,69.88,['700人付款'],广西 柳州
好欢螺麻辣小龙虾味螺蛳粉320gX3袋柳州正宗螺狮粉方便面螺丝粉,好欢螺搜搜袋鼠专卖店,40.23,['12人付款'],广西 柳州
螺霸王螺蛳粉正宗广西柳州特产螺丝粉 280g*10袋礼盒装包邮螺狮粉,恶魔以上天使未满,115.00,['552人付款'],广西 柳州
川掌门柳州自热螺蛳粉*3广西酸辣粉正宗螺丝粉自煮方便速食火锅,川掌门旗舰店,39.90,['11人付款'],广东 广州
螺蛳粉柳州正宗包邮江人家之味董状元阿姨贝300gx5包螺狮粉,卡琦诺食品专营店,45.90,['10人付款'],广西 柳州
粉达人广西桂林米线粉325g*3袋装正宗速食螺蛳粉酸辣酸笋卤水菜粉,粉达人旗舰店,29.90,['87人付款'],广东 广州
螺蛳粉广西柳州特产螺丝粉方便面米线正宗螺狮粉速食酸辣粉6桶箱,桂军食品专营店,39.80,['31人付款'],河南 商丘
白家陈记重庆酸辣粉6桶整箱装红油面皮螺蛳粉方便红薯红苕粉丝条,白家粮油专营店,39.90,['39人付款'],四川 成都
年货食战家柳州螺蛳粉广西螺狮粉整箱5包特产螺丝粉速食正宗酸辣,参虾奇缘旗舰店,45.50,['5人付款'],山东 威海
螺霸王微波冲泡型螺蛳粉248G*3盒广西柳州螺狮粉免煮螺丝粉米粉S,螺霸王林北专卖店,37.90,['59人付款'],广西 柳州
正宗白家螺蛳粉广西柳州特产螺丝粉355g*3袋方便面米线速食酸辣粉,越诵食品专营店,31.50,['47人付款'],上海
酸辣粉嗨吃家6桶整箱装重庆红薯粉丝螺蛳粉米线网红夜宵方便速食,食尚物语食品专营店,12.90,['5.0万+人付款'],河南 焦作
好欢螺小龙虾味螺蛳粉正宗柳州美食酸辣粉320gx5袋螺狮粉速食包邮,客成食品专营店,74.50,['47人付款'],广西 柳州
【顺丰中通】好欢螺螺蛳粉300G*5袋装广西柳州正宗包邮螺狮粉,客成食品专营店,64.50,['24人付款'],广西 柳州
柳滋螺螺蛳粉柳州特产正宗秘制料包螺蛳粉整箱袋装水煮型276g包邮,柳滋螺旗舰店,33.80,['103人付款'],广东 东莞
青云街螺蛳粉浸泡型6桶装柳州特产螺狮粉正宗包邮速食免煮冲泡型,青云街旗舰店,67.42,['10人付款'],广西 柳州
嘻螺会广西柳州正宗螺蛳粉方便面经典款冲泡4盒装包邮酸辣粉特产,嘻螺会沪桂专卖店,38.60,['9人付款'],广西 柳州
好欢螺螺蛳粉300g整箱10袋礼盒广西柳州特产螺狮粉螺师粉正宗包邮,qq2158991191,129.00,['131人付款'],广西 柳州
稻花香螺蛳粉冲泡型正宗免煮速食螺丝方便面米线螺狮酸辣粉非袋装,稻花香食品专营店,49.90,['49人付款'],浙江 金华
现货康乐人广西柳州螺蛳粉速食米粉米线酸辣螺蛳粉400g*3袋包邮,康乐人食品旗舰店,35.80,['81人付款'],广西 桂林
桶装冲泡型螺蛳粉6袋装柳州螺狮粉非酸辣粉丝米线方便泡面螺蛳粉,纳邦食品专营店,29.90,['36人付款'],广西 柳州
大胃王酸辣粉桶装嗨吃家方便面整箱泡面火鸡柳州正宗螺蛳粉丝米线,天祥食品专营店,7.90,['10万+人付款'],河南 洛阳
威少家 广西柳州螺蛳粉特产包邮方便水煮300g*10包装螺丝粉米线,xiaojin331178,126.90,['6000+人付款'],广西 柳州
卷味螺蛳粉大老胡螺狮粉正宗柳州冲泡型速食碗装螺丝粉300g*9包邮,weiaimin2016,150.00,['829人付款'],广西 柳州
正宗螺蛳粉广西柳州特产原味螺狮粉整箱桶装方便速食酸辣粉螺丝粉,彬宇食品专营店,37.90,['105人付款'],河南 商丘
【干捞款】螺元元柳州螺蛳粉正宗广西特产干捞螺蛳粉三联包300g*3,螺元元旗舰店,45.50,['40人付款'],广西 柳州
10份装螺鼎记螺蛳粉林科大正宗广西柳州特产粉丝米线方便面螺狮粉,螺鼎记螺蛳粉,129.00,['382人付款'],湖南 长沙
螺湘百味螺蛳粉正宗广西特产柳州螺丝粉方便速食米粉320g*10盒装,螺湘百味旗舰店,128.00,['5人付款'],广西 柳州
七婶推荐网红柳州螺蛳粉300g*5袋整箱螺狮粉广西柳州螺丝粉,中恒食品专营店,59.90,['19人付款'],广西 柳州
正宗广西螺蛳粉柳州特产螺丝粉方便面粉丝米线速食酸辣粉320g*3袋,聚安食品专营店,28.90,['20人付款'],河南 郑州
正宗何氏柳州螺蛳粉爱民螺蛳粉320克x10螺丝粉广西特产螺狮粉包邮,wholesale2013,108.00,['1202人付款'],广西 柳州
青云街正宗广西特产柳州螺蛳粉10袋礼盒装包邮网红水煮型螺丝粉,青云街旗舰店,152.00,['3人付款'],广西 柳州
(预售)多腐竹款螺丝粉380g×3袋 水煮型方便米线包邮,螺蛳粉先生,43.90,['2435人付款'],广西 南宁
白家陈记经典重庆酸辣粉3桶装 网红夜宵方便面粉丝速食螺蛳粉米线,白家陈记旗舰店,29.90,['3人付款'],四川 成都
道一香辣螺蛳粉广西特产正宗柳州鲜湿冲泡速食米粉330g*3包酸辣粉,道一食品旗舰店,45.80,['44人付款'],广东 深圳
48小时发现货忆美食螺蛳粉柳州正宗螺丝粉广西特产螺狮粉330g*3包,忆美食食品专营店,39.80,['767人付款'],广西 柳州
广西螺蛳粉柳州正宗包邮袋装螺狮粉螺丝粉包邮5包装整箱,千年一品食品旗舰店,33.96,['7人付款'],广西 柳州
【预售】口水哥螺蛳粉麻辣味315G*3袋广西柳州螺狮粉方便米线包邮,口水哥旗舰店,36.00,['34人付款'],广西 柳州
网红柳州螺蛳粉300g*3袋螺狮粉广西粉丝方便面螺丝粉,中恒食品专营店,26.80,['106人付款'],广西 柳州
白家陈记螺蛳粉355g*3袋 广西柳州米粉螺丝粉方便速食米线螺狮粉,盈宇食品专营店,30.80,['12人付款'],四川 成都
螺霸王螺蛳粉广西柳州冲泡265G*3微波免煮方便米线螺狮粉,螺霸王乐竔专卖店,33.90,['40人付款'],广西 柳州
大胃王螺蛳粉5包装柳州正宗螺丝粉广西特产速食螺狮粉粉丝米线,大胃王旗舰店,35.90,['395人付款'],河南 洛阳
只投螺碗螺蛳粉新款320g*5包广西柳州特产正宗包邮螺狮粉螺丝粉,享享食品,39.90,['3838人付款'],广西 柳州
幸运小熊酸辣粉纯红薯粉丝重庆酸辣粉丝网红薯螺蛳粉泡面速食正宗,幸运小熊旗舰店,29.90,['71人付款'],河南 焦作
螺湘百味广西水煮螺蛳粉方便面速食螺丝粉305g*2包原味柳州螺狮粉,酷果族旗舰店,37.94,['2人付款'],广西 柳州
久久螺广西螺狮粉螺丝粉水煮方便面速食螺蛳粉300g*5包,金江食品专营店,38.85,['3人付款'],湖北 武汉
好欢螺螺蛳粉广西柳州螺狮粉正宗包邮螺丝粉官网正品400g10包礼盒,千虎食品专营店,149.00,['2人付款'],广西 柳州
螺湘百味柳州螺蛳粉广西螺狮粉正宗特产螺丝粉米线方便速食3盒装,螺湘百味旗舰店,39.90,['17人付款'],广西 柳州
柳州好欢螺螺蛳粉400克 10包装 广西柳州袋装螺蛳粉包邮,hm特产店,149.00,['82人付款'],广西 柳州
螺霸王螺蛳粉248G*3柳州正宗螺狮粉冲泡微波免煮盒装速食米粉,螺霸王乐竔专卖店,39.90,['22人付款'],广西 柳州
倍思家江西南昌手工米粉干4斤桂林米粉螺蛳粉米线特产送人礼盒装,倍思家旗舰店,37.90,['20人付款'],江西 南昌
光友粉丝酸辣粉四川细粉方便泡面速食麻辣面螺蛳粉丝绵阳特色粉丝,光友旗舰店,42.00,['75人付款'],四川 绵阳
现货】螺蛳粉柳州正宗螺丝螺狮粉包邮网红原味特产速食350g*3袋装,聚安食品专营店,38.80,['28人付款'],河南 郑州
信仙螺记忆螺蛳粉广西特产柳州正宗螺丝粉速食小吃螺狮粉300g*5袋,信仙茶叶旗舰店,41.79,['14人付款'],广西 柳州
好欢螺螺蛳粉300g正宗柳州螺丝粉原味螺狮粉新鲜米粉特产3袋包邮,无忧天下甲,64.50,['530人付款'],广西 柳州
思圆红薯酸辣粉儿条桶装海吃家酸辣粉螺蛳粉条柳州正宗品整箱批发,思圆旗舰店,39.90,['56人付款'],河南 焦作
螺霸王螺蛳粉干捞螺丝粉广西柳州特产方便面230g3袋装螺肉螺狮粉S,螺霸王林北专卖店,30.90,['111人付款'],广西 柳州
好欢螺螺蛳粉加辣加臭400g*5袋+原味300g*5袋组合正宗包邮螺狮粉,迅荟食品专营店,125.10,['4人付款'],广西 柳州
螺满地广西柳州螺蛳粉 正宗螺狮粉特产螺丝粉包邮5包装方便速食,绿匠旗舰店,36.21,['41人付款'],广西 柳州
桶装螺蛳粉冲泡型6桶螺狮粉非酸辣粉火鸡面方便泡面冲泡型螺狮粉,上古斋食品专营店,39.80,['4人付款'],广西 柳州
年货【领券下单】寻螺记螺蛳粉柳州正宗螺丝粉广西特产300g*6袋螺,参虾奇缘旗舰店,28.35,['8人付款'],北京
好欢螺螺蛳粉300g3袋小小心意百香果柠檬蜜650g1盒百香果汁茶,超级咸鱼旗舰店,68.50,['0人付款'],广西 柳州
【顺丰现货】柳州螺蛳粉5包装家柳广西特产螺狮美食速食300g*5包,众之旺食品专营店,37.90,['85人付款'],广西 柳州
好欢螺螺蛳粉300克系列广西柳州特产螺狮粉酸辣味米粉螺丝粉包邮,好欢螺搜搜袋鼠专卖店,34.83,['5人付款'],广西 柳州
广西螺蛳粉柳州柳之味包邮螺丝粉正宗包邮特产5包装酸辣粉速食,柳之味食品旗舰店,22.90,['9000+人付款'],广西 柳州
好欢螺螺蛳粉柳州正宗螺狮粉300g*5袋装螺丝粉方便面酸辣粉包邮,客成食品专营店,64.50,['55人付款'],广西 柳州
【顺丰中通】好欢螺螺蛳粉3种组合3袋装柳州正宗螺狮粉包邮,客成食品专营店,42.70,['82人付款'],广西 柳州
桂林米粉干广西特产正宗柳州螺蛳粉家庭装纯大米粉米线2500g包邮,奥中拓食品专营店,29.80,['49人付款'],广西 桂林
食族人酸辣粉螺蛳粉网红食族爽食欲人麻辣爆肚重庆红薯粉速食桶装,世瑞食品专营店,28.80,['34人付款'],山东 青岛
柳州螺蛳粉正宗广西特产嘻螺会螺丝粉380g酸辣粉加螺肉大份5袋装,酸甜姐姐,63.00,['637人付款'],广东 广州
买一箱送一箱嗨吃家酸辣粉大胃王重庆速食粉丝米线方便面螺蛳粉,而可为食品专营店,24.80,['27人付款'],河南 洛阳
柳州螺蛳粉冲泡型广西特产螺丝粉138g美食微辣麻辣味5包,家柳旗舰店,22.90,['79人付款'],广西 柳州
正宗广西柳州卷味螺蛳粉水煮型快手整箱包邮10袋10包大老胡螺狮粉,pangbo416416,150.00,['283人付款'],广西 柳州
嘻螺会螺蛳粉广西柳州特产正宗螺丝粉方便面米线螺狮粉速食酸辣粉,星矢食品专营店,41.61,['44人付款'],广西 柳州
壶城人家螺蛳粉柳州正宗包邮8袋装懒人螺丝粉酸辣粉广西特产粉丝,壶城人家食品旗舰店,168.00,['3人付款'],广西 柳州
咚派嗨吃家酸辣粉6桶重庆正宗泡面速食螺蛳粉粉丝米线方便面整箱,咚派食品专营店,26.80,['105人付款'],河南 焦作
荞麦高粱玉米糙米白米米粉2kgx5组合装螺蛳粉米线米粉五谷粗粮粉,五丰食品专营店,179.00,['2人付款'],江西 赣州
金紫阳网红重庆辣子鸡泡面方便面非火鸡面螺蛳粉拉面红薯粉红苕粉,天猫超市,4.90,['793人付款'],上海
广西特产正宗柳州螺蛳粉 螺满地真空袋装螺丝粉5包装 方便面速食,桂味百年老店,34.90,['3118人付款'],广西 柳州
广西螺蛳粉320g*5袋正宗柳州螺丝粉特产酸辣粉米线方便速食包邮,嘟螺缘旗舰店,35.90,['148人付款'],广西 柳州
爽圆圆桂林米粉广西特产正宗卤粉螺蛳粉方便面速食酸辣粉丝线3袋,爽圆圆旗舰店,39.90,['51人付款'],广西 桂林
黄氏真味火辣酸爽柳州螺蛳粉广西特产正宗速食米线酸辣粉280*3袋,黄祥瑞黄氏真味旗舰店,38.90,['308人付款'],广西 柳州
广西正宗螺蛳粉5包 特产网红速食方便面酸辣螺丝粉米粉米线,卡琦诺食品专营店,76.50,['3人付款'],广西 南宁
福客酸辣粉桶装重庆粉丝即食米粉方便面网红速食螺蛳粉整箱*6桶装,福客星球旗舰店,39.90,['87人付款'],广东 深圳
柳江人家广西柳州螺蛳粉正宗特产速食螺丝粉330g*3包螺狮粉米线,参虾奇缘旗舰店,25.55,['4人付款'],浙江 杭州
螺霸王螺蛳粉冲泡型265G*3包广西柳州微波速食免煮袋装螺狮粉S,螺霸王林北专卖店,31.90,['46人付款'],广西 柳州
嗨吃家酸辣粉整箱6桶装重庆红薯粉螺蛳粉网红泡面方便面旗舰正品,贵腾食品专营店,24.90,['75人付款'],河南 商丘
正常发货广西螺蛳粉柳州特产正宗螺丝粉5包装米线酸辣速食螺狮粉,浩涛食品专营店,27.90,['3.0万+人付款'],广西 柳州
柳州嘻螺会螺蛳粉正宗广西特产螺丝粉酸辣粉方便米线腐竹螺肉5袋,goodluckboy_007,55.00,['3687人付款'],广西 柳州
酸辣粉嗨吃家整箱6桶装方便面粉丝米线泡面自热小火锅螺蛳粉,彬宇食品专营店,26.90,['781人付款'],河南 商丘
徽好嗨吃家螺蛳粉142g/桶共6桶装粉丝方面速食网红整箱即食,徽好旗舰店,29.90,['82人付款'],安徽 合肥
正宗广西柳州螺蛳粉320g*5包装包邮特产螺丝粉方便特色柳州螺狮粉,螺蛳爷螺蛳粉,29.90,['1.0万+人付款'],广西 柳州
柳江人家冲泡型螺蛳粉柳州特产螺丝粉正宗速食桶装酸辣粉方便泡面,优零食品专营店,29.80,['27人付款'],广西 柳州
口水哥螺蛳粉320g10包礼盒装正宗柳州螺狮粉广西包邮整箱螺丝粉辣,牧童食品专营店,149.04,['2人付款'],广西 柳州
嘻螺会新品280g3袋 广西柳州螺蛳粉浓香原味网红螺狮粉方便速食,柳州沪桂食品专营店,35.80,['22人付款'],广西 柳州
螺霸王螺蛳粉干捞螺蛳粉广西柳州特产速食230g3袋装螺肉螺狮粉,螺霸王乐竔专卖店,33.90,['87人付款'],广西 柳州
【每日限量100份】御宅狐狸柳州螺蛳粉280g*3盒量贩装螺狮粉速食,御宅狐狸,39.80,['1709人付款'],广西 柳州
螺蛳粉正宗柳州特产懒人速食品螺狮酸辣粉方便面米粉袋装330g*5包,馋嘴码头,55.80,['6000+人付款'],上海
好欢螺螺蛳粉300gX3袋柳州特产螺狮粉酸辣粉速食螺蛳粉新鲜米粉,好欢螺搜搜袋鼠专卖店,34.83,['7人付款'],广西 柳州
正宗桂林米粉广西手工干米粉柳州螺蛳粉湖南江西云南粗细米线 5斤,方井街旗舰店,29.80,['40人付款'],广西 桂林
椒吱柳州自热螺蛳粉酸辣粉正宗螺丝粉自煮速食小火锅螺狮粉米线,川蜀老味道食品专营店,13.80,['1.0万+人付款'],广西 柳州
(预售)基础款螺狮粉350g×3袋螺蛳粉先生马中才,螺蛳粉先生,39.90,['1861人付款'],广西 南宁
心上碗柳州正宗包邮螺蛳粉305g*5袋广西特产速食酸辣螺狮粉螺丝粉,心上碗食品旗舰店,42.90,['148人付款'],广西 柳州
预售  好欢螺螺蛳粉300g整箱10袋礼盒广西柳州特产螺狮粉正宗包邮,家乡美味食品专营店,135.59,['0人付款'],广西 柳州
食族人藤椒酸辣粉6桶 网红麻辣爆肚花甲粉螺蛳粉整箱充饥夜宵零食,奇趣优淘食品专营店,26.90,['153人付款'],河北 石家庄
【预售】口水哥冲泡螺蛳粉柳州速食粉螺丝粉酸辣粉 228g*3碗 包邮,口水哥旗舰店,29.90,['25人付款'],广西 柳州
信仙螺蛳粉320g*5袋正宗柳州螺丝粉广西特产原味螺狮粉,信仙茶叶旗舰店,27.24,['6人付款'],广东 广州
5袋装组合风味粉条专用粉丝螺蛳粉孕妇创意食品只投螺碗米粉美食,千年一品食品旗舰店,24.68,['3人付款'],广西 柳州
